NIK,Nama,Tempat_Lahir,Tanggal_Lahir,Jenis_Kelamin,Alamat,RT_RW,Kel_Desa,Kecamatan,Kab_Kota,Provinsi,Agama,Status_Perkawinan,Pekerjaan,Kewarganegaraan
7485324302530450,JOKO WIJAYA,BOGOR,1953-02-03,PEREMPUAN,JL. DUMMY NO. 90,006/008,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA TENGAH,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
1672754412595901,FARHAN WIJAYA,SEMARANG,1959-12-04,PEREMPUAN,JL. DUMMY NO. 44,006/003,DESA MAJU,KECAMATAN B,BOGOR,JAWA BARAT,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
5626565409867681,DEWI WIJAYA,SEMARANG,1986-09-14,PEREMPUAN,JL. DUMMY NO. 74,010/008,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA BARAT,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
5682476803607959,DEWI SAPUTRA,MALANG,1960-03-28,PEREMPUAN,JL. DUMMY NO. 195,010/008,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
3048024608957165,DEWI PRATAMA,BOGOR,1995-08-06,PEREMPUAN,JL. DUMMY NO. 67,005/003,DESA MAJU,KECAMATAN A,MALANG,JAWA BARAT,KATOLIK,BELUM KAWIN,BURUH,WNI
8757322203880336,INDRA SAPUTRA,SURABAYA,1988-03-22,LAKI-LAKI,JL. DUMMY NO. 25,010/008,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA TENGAH,BUDDHA,KAWIN,BURUH,WNI
8972720205072333,BUDI PRATAMA,SURABAYA,2007-05-02,LAKI-LAKI,JL. DUMMY NO. 177,005/004,DESA MAJU,KECAMATAN A,MALANG,JAWA BARAT,KRISTEN,BELUM KAWIN,PETANI,WNI
6335404906587191,CITRA PERMANA,BOGOR,1958-06-09,PEREMPUAN,JL. DUMMY NO. 6,010/008,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TIMUR,BUDDHA,KAWIN,PETANI,WNI
6202690604626463,ADI PERMANA,MALANG,1962-04-06,LAKI-LAKI,JL. DUMMY NO. 57,001/002,DESA MAJU,KECAMATAN A,SEMARANG,JAWA TIMUR,KATOLIK,KAWIN,PETANI,WNI
4181655801659225,EKO WIJAYA,BANDUNG,1965-01-18,PEREMPUAN,JL. DUMMY NO. 15,003/006,DESA SEJAHTERA,KECAMATAN B,MALANG,JAWA TIMUR,ISLAM,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
6725376710700016,FARHAN PRATAMA,BOGOR,1970-10-27,PEREMPUAN,JL. DUMMY NO. 53,001/006,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TENGAH,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
3383136509651278,GITA PERMANA,SURABAYA,1965-09-25,PEREMPUAN,JL. DUMMY NO. 85,002/001,DESA MAJU,KECAMATAN C,BANDUNG,JAWA BARAT,ISLAM,BELUM KAWIN,BURUH,WNI
4702664107910476,GITA LESTARI,SURABAYA,1991-07-01,PEREMPUAN,JL. DUMMY NO. 81,003/008,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA BARAT,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
7312255809722923,JOKO PRATAMA,SURABAYA,1972-09-18,PEREMPUAN,JL. DUMMY NO. 148,007/009,DESA SEJAHTERA,KECAMATAN A,SEMARANG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
4723370511797361,HADI SAPUTRA,BOGOR,1979-11-05,LAKI-LAKI,JL. DUMMY NO. 62,006/001,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA TIMUR,ISLAM,BELUM KAWIN,PETANI,WNI
4011046008763660,INDRA WIJAYA,BOGOR,1976-08-20,PEREMPUAN,JL. DUMMY NO. 40,007/004,DESA MAJU,KECAMATAN A,SEMARANG,JAWA BARAT,BUDDHA,KAWIN,WIRASWASTA,WNI
3439474403944573,FARHAN PERMANA,SURABAYA,1994-03-04,PEREMPUAN,JL. DUMMY NO. 191,006/004,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TIMUR,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
7381612204012565,EKO PRATAMA,BANDUNG,2001-04-22,LAKI-LAKI,JL. DUMMY NO. 114,010/004,DESA MAKMUR,KECAMATAN A,MALANG,JAWA TENGAH,KATOLIK,KAWIN,KARYAWAN SWASTA,WNI
1769744309663219,FARHAN SANTOSO,BOGOR,1966-09-03,PEREMPUAN,JL. DUMMY NO. 96,005/005,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
2419394602970658,FARHAN SAPUTRA,BOGOR,1997-02-06,PEREMPUAN,JL. DUMMY NO. 15,005/006,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TENGAH,ISLAM,KAWIN,PELAJAR/MAHASISWA,WNI
5131914311947278,GITA SAPUTRA,BOGOR,1994-11-03,PEREMPUAN,JL. DUMMY NO. 73,008/009,DESA MAKMUR,KECAMATAN A,BOGOR,JAWA TIMUR,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
3502040410593863,INDRA WIJAYA,SURABAYA,1959-10-04,LAKI-LAKI,JL. DUMMY NO. 115,006/008,DESA MAJU,KECAMATAN A,BANDUNG,JAWA TENGAH,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
5203524212977423,DEWI SAPUTRA,BOGOR,1997-12-02,PEREMPUAN,JL. DUMMY NO. 115,001/004,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TENGAH,KRISTEN,KAWIN,BURUH,WNI
8267641206003968,FARHAN SAPUTRA,MALANG,2000-06-12,LAKI-LAKI,JL. DUMMY NO. 172,002/007,DESA MAJU,KECAMATAN B,SEMARANG,JAWA BARAT,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
9050830103560629,FARHAN WIJAYA,SURABAYA,1956-03-01,LAKI-LAKI,JL. DUMMY NO. 67,003/005,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA TIMUR,ISLAM,BELUM KAWIN,BURUH,WNI
2855242502843294,JOKO PRATAMA,MALANG,1984-02-25,LAKI-LAKI,JL. DUMMY NO. 114,001/007,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA TENGAH,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
8471775101947035,DEWI SANTOSO,BANDUNG,1994-01-11,PEREMPUAN,JL. DUMMY NO. 86,002/007,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA TIMUR,KRISTEN,BELUM KAWIN,PETANI,WNI
4655346309661033,EKO WIJAYA,SEMARANG,1966-09-23,PEREMPUAN,JL. DUMMY NO. 148,002/005,DESA MAKMUR,KECAMATAN B,MALANG,JAWA BARAT,BUDDHA,BELUM KAWIN,KARYAWAN SWASTA,WNI
7068834902590919,FARHAN SANTOSO,BOGOR,1959-02-09,PEREMPUAN,JL. DUMMY NO. 97,009/006,DESA MAJU,KECAMATAN A,SEMARANG,JAWA TIMUR,HINDU,BELUM KAWIN,BURUH,WNI
1932404103745312,JOKO SAPUTRA,BOGOR,1974-03-01,PEREMPUAN,JL. DUMMY NO. 85,010/005,DESA MAKMUR,KECAMATAN A,MALANG,JAWA TIMUR,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
5503470208978471,JOKO PERMANA,SURABAYA,1997-08-02,LAKI-LAKI,JL. DUMMY NO. 136,007/005,DESA SEJAHTERA,KECAMATAN A,MALANG,JAWA TIMUR,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
5082661212659688,BUDI SAPUTRA,MALANG,1965-12-12,LAKI-LAKI,JL. DUMMY NO. 147,010/001,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA BARAT,HINDU,KAWIN,PELAJAR/MAHASISWA,WNI
3806374811877674,DEWI PRATAMA,BANDUNG,1987-11-08,PEREMPUAN,JL. DUMMY NO. 5,004/009,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA TIMUR,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
8279312310980643,CITRA PERMANA,MALANG,1998-10-23,LAKI-LAKI,JL. DUMMY NO. 198,008/004,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA BARAT,BUDDHA,KAWIN,BURUH,WNI
9749821702713524,INDRA SANTOSO,MALANG,1971-02-17,LAKI-LAKI,JL. DUMMY NO. 5,007/003,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA BARAT,BUDDHA,BELUM KAWIN,PETANI,WNI
5152142006653176,EKO SAPUTRA,SURABAYA,1965-06-20,LAKI-LAKI,JL. DUMMY NO. 140,004/002,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TIMUR,ISLAM,KAWIN,BURUH,WNI
9424604105636723,HADI WIJAYA,BANDUNG,1963-05-01,PEREMPUAN,JL. DUMMY NO. 123,010/004,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA TIMUR,HINDU,KAWIN,BURUH,WNI
6056196610054825,JOKO SANTOSO,BOGOR,2005-10-26,PEREMPUAN,JL. DUMMY NO. 127,002/002,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
1939474502900935,HADI SANTOSO,MALANG,1990-02-05,PEREMPUAN,JL. DUMMY NO. 183,002/009,DESA MAKMUR,KECAMATAN B,MALANG,JAWA TENGAH,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
7963120806739743,INDRA SAPUTRA,BOGOR,1973-06-08,LAKI-LAKI,JL. DUMMY NO. 177,006/008,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TENGAH,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
9238745102562238,EKO PRATAMA,BANDUNG,1956-02-11,PEREMPUAN,JL. DUMMY NO. 196,009/002,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA BARAT,KRISTEN,BELUM KAWIN,BURUH,WNI
6735784102482221,FARHAN PERMANA,SEMARANG,1948-02-01,PEREMPUAN,JL. DUMMY NO. 144,002/002,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TENGAH,KRISTEN,KAWIN,BURUH,WNI
8103290110743188,ADI WIJAYA,SEMARANG,1974-10-01,LAKI-LAKI,JL. DUMMY NO. 27,009/003,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA BARAT,ISLAM,KAWIN,BURUH,WNI
4884840210665887,FARHAN SANTOSO,SURABAYA,1966-10-02,LAKI-LAKI,JL. DUMMY NO. 22,005/001,DESA MAKMUR,KECAMATAN B,MALANG,JAWA TIMUR,HINDU,BELUM KAWIN,PETANI,WNI
8558505005932877,CITRA PRATAMA,BOGOR,1993-05-10,PEREMPUAN,JL. DUMMY NO. 79,003/001,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA BARAT,BUDDHA,BELUM KAWIN,KARYAWAN SWASTA,WNI
9819656412592126,HADI WIJAYA,SURABAYA,1959-12-24,PEREMPUAN,JL. DUMMY NO. 169,003/010,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TIMUR,KRISTEN,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
6303301710579986,JOKO PRATAMA,MALANG,1957-10-17,LAKI-LAKI,JL. DUMMY NO. 82,001/008,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TENGAH,HINDU,KAWIN,BURUH,WNI
1563120408003306,JOKO PRATAMA,MALANG,2000-08-04,LAKI-LAKI,JL. DUMMY NO. 170,001/008,DESA MAKMUR,KECAMATAN A,MALANG,JAWA TENGAH,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
2699641001807866,GITA LESTARI,SEMARANG,1980-01-10,LAKI-LAKI,JL. DUMMY NO. 106,005/005,DESA MAJU,KECAMATAN A,SEMARANG,JAWA TIMUR,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
6050965108603028,ADI SAPUTRA,BANDUNG,1960-08-11,PEREMPUAN,JL. DUMMY NO. 114,007/005,DESA MAJU,KECAMATAN B,MALANG,JAWA TIMUR,BUDDHA,BELUM KAWIN,BURUH,WNI
8436261801585802,BUDI PRATAMA,MALANG,1958-01-18,LAKI-LAKI,JL. DUMMY NO. 16,007/006,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA BARAT,HINDU,BELUM KAWIN,PETANI,WNI
2244567110520929,FARHAN SAPUTRA,SURABAYA,1952-10-31,PEREMPUAN,JL. DUMMY NO. 73,005/003,DESA MAJU,KECAMATAN A,SURABAYA,JAWA BARAT,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
7621675504658868,EKO PERMANA,MALANG,1965-04-15,PEREMPUAN,JL. DUMMY NO. 115,008/009,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA TENGAH,BUDDHA,KAWIN,WIRASWASTA,WNI
5681744310993046,HADI WIJAYA,SURABAYA,1999-10-03,PEREMPUAN,JL. DUMMY NO. 57,001/007,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TENGAH,ISLAM,BELUM KAWIN,KARYAWAN SWASTA,WNI
3745304805715275,FARHAN WIJAYA,MALANG,1971-05-08,PEREMPUAN,JL. DUMMY NO. 139,007/001,DESA MAJU,KECAMATAN A,MALANG,JAWA BARAT,HINDU,BELUM KAWIN,PETANI,WNI
3474372103492795,GITA PRATAMA,BANDUNG,1949-03-21,LAKI-LAKI,JL. DUMMY NO. 189,010/005,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
2392151307925344,INDRA PERMANA,BANDUNG,1992-07-13,LAKI-LAKI,JL. DUMMY NO. 108,005/007,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TENGAH,ISLAM,BELUM KAWIN,BURUH,WNI
2617161110001275,ADI LESTARI,SEMARANG,2000-10-11,LAKI-LAKI,JL. DUMMY NO. 186,005/006,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
2890291001715702,FARHAN PERMANA,BOGOR,1971-01-10,LAKI-LAKI,JL. DUMMY NO. 197,001/001,DESA MAKMUR,KECAMATAN A,SEMARANG,JAWA TENGAH,KATOLIK,BELUM KAWIN,BURUH,WNI
2342326507485870,DEWI SAPUTRA,SURABAYA,1948-07-25,PEREMPUAN,JL. DUMMY NO. 62,001/006,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TENGAH,KATOLIK,KAWIN,BURUH,WNI
5601184304465699,EKO LESTARI,BOGOR,1946-04-03,PEREMPUAN,JL. DUMMY NO. 9,005/010,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA BARAT,KATOLIK,BELUM KAWIN,KARYAWAN SWASTA,WNI
7691896407502042,HADI WIJAYA,SEMARANG,1950-07-24,PEREMPUAN,JL. DUMMY NO. 191,003/007,DESA MAJU,KECAMATAN C,BANDUNG,JAWA TENGAH,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
6679641903849264,FARHAN SAPUTRA,BOGOR,1984-03-19,LAKI-LAKI,JL. DUMMY NO. 117,001/009,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA TENGAH,BUDDHA,KAWIN,WIRASWASTA,WNI
5952456409486031,BUDI PERMANA,SURABAYA,1948-09-24,PEREMPUAN,JL. DUMMY NO. 90,006/009,DESA MAJU,KECAMATAN A,BOGOR,JAWA BARAT,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
8811384205598220,DEWI PERMANA,MALANG,1959-05-02,PEREMPUAN,JL. DUMMY NO. 132,004/001,DESA MAKMUR,KECAMATAN C,BOGOR,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
4745527010806741,CITRA LESTARI,SURABAYA,1980-10-30,PEREMPUAN,JL. DUMMY NO. 105,004/009,DESA SEJAHTERA,KECAMATAN A,BANDUNG,JAWA TENGAH,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
2113786409877951,ADI PRATAMA,BANDUNG,1987-09-24,PEREMPUAN,JL. DUMMY NO. 191,001/010,DESA MAKMUR,KECAMATAN B,SURABAYA,JAWA TIMUR,KATOLIK,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
2528814412829105,CITRA SAPUTRA,BANDUNG,1982-12-04,PEREMPUAN,JL. DUMMY NO. 97,005/003,DESA SEJAHTERA,KECAMATAN B,BANDUNG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
7278501102888503,ADI PRATAMA,BANDUNG,1988-02-11,LAKI-LAKI,JL. DUMMY NO. 3,005/002,DESA MAKMUR,KECAMATAN B,BANDUNG,JAWA TIMUR,KATOLIK,KAWIN,PELAJAR/MAHASISWA,WNI
8042045309771327,ADI LESTARI,MALANG,1977-09-13,PEREMPUAN,JL. DUMMY NO. 142,007/006,DESA MAKMUR,KECAMATAN A,SURABAYA,JAWA TIMUR,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
5422535107844819,BUDI SANTOSO,MALANG,1984-07-11,PEREMPUAN,JL. DUMMY NO. 162,010/010,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA TENGAH,KATOLIK,KAWIN,BURUH,WNI
8972755308996579,HADI PRATAMA,BANDUNG,1999-08-13,PEREMPUAN,JL. DUMMY NO. 35,009/001,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
8723592904820337,BUDI SAPUTRA,MALANG,1982-04-29,LAKI-LAKI,JL. DUMMY NO. 72,006/001,DESA MAKMUR,KECAMATAN C,BANDUNG,JAWA TENGAH,BUDDHA,BELUM KAWIN,PETANI,WNI
9744626707689336,EKO SAPUTRA,MALANG,1968-07-27,PEREMPUAN,JL. DUMMY NO. 126,007/001,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA TENGAH,BUDDHA,KAWIN,PETANI,WNI
3838565312039428,INDRA WIJAYA,BANDUNG,2003-12-13,PEREMPUAN,JL. DUMMY NO. 147,009/005,DESA MAJU,KECAMATAN B,SEMARANG,JAWA BARAT,ISLAM,KAWIN,KARYAWAN SWASTA,WNI
3550142912703561,INDRA WIJAYA,MALANG,1970-12-29,LAKI-LAKI,JL. DUMMY NO. 128,003/006,DESA MAKMUR,KECAMATAN B,SURABAYA,JAWA TIMUR,KATOLIK,KAWIN,BURUH,WNI
1559866706530135,CITRA PRATAMA,MALANG,1953-06-27,PEREMPUAN,JL. DUMMY NO. 97,009/003,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TIMUR,HINDU,BELUM KAWIN,WIRASWASTA,WNI
9156620411046670,GITA PERMANA,BANDUNG,2004-11-04,LAKI-LAKI,JL. DUMMY NO. 64,010/006,DESA SEJAHTERA,KECAMATAN B,SURABAYA,JAWA TENGAH,KRISTEN,KAWIN,BURUH,WNI
2175405305067992,INDRA PRATAMA,BANDUNG,2006-05-13,PEREMPUAN,JL. DUMMY NO. 114,001/009,DESA MAJU,KECAMATAN C,MALANG,JAWA TENGAH,HINDU,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
9403310305928411,BUDI SANTOSO,SURABAYA,1992-05-03,LAKI-LAKI,JL. DUMMY NO. 176,005/007,DESA SEJAHTERA,KECAMATAN A,BOGOR,JAWA TIMUR,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
2293282210046325,JOKO WIJAYA,SEMARANG,2004-10-22,LAKI-LAKI,JL. DUMMY NO. 186,002/005,DESA MAJU,KECAMATAN A,BOGOR,JAWA TIMUR,BUDDHA,KAWIN,KARYAWAN SWASTA,WNI
2952531403963312,HADI LESTARI,SURABAYA,1996-03-14,LAKI-LAKI,JL. DUMMY NO. 188,007/002,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA BARAT,BUDDHA,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
6403834803698261,GITA PRATAMA,BOGOR,1969-03-08,PEREMPUAN,JL. DUMMY NO. 197,002/004,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TENGAH,ISLAM,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
7091111703521875,HADI SAPUTRA,SEMARANG,1952-03-17,LAKI-LAKI,JL. DUMMY NO. 71,002/006,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TIMUR,BUDDHA,KAWIN,WIRASWASTA,WNI
7279292104895732,DEWI PRATAMA,SEMARANG,1989-04-21,LAKI-LAKI,JL. DUMMY NO. 169,008/010,DESA MAKMUR,KECAMATAN C,SURABAYA,JAWA TENGAH,HINDU,BELUM KAWIN,KARYAWAN SWASTA,WNI
2371034901744600,BUDI PRATAMA,SURABAYA,1974-01-09,PEREMPUAN,JL. DUMMY NO. 27,001/002,DESA MAKMUR,KECAMATAN B,BOGOR,JAWA TIMUR,BUDDHA,BELUM KAWIN,BURUH,WNI
4652936601530370,JOKO PERMANA,BOGOR,1953-01-26,PEREMPUAN,JL. DUMMY NO. 44,005/001,DESA MAJU,KECAMATAN C,SEMARANG,JAWA TIMUR,KATOLIK,KAWIN,WIRASWASTA,WNI
9623390206993083,JOKO WIJAYA,BANDUNG,1999-06-02,LAKI-LAKI,JL. DUMMY NO. 57,001/001,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TIMUR,HINDU,KAWIN,WIRASWASTA,WNI
2187552904460019,GITA PRATAMA,SEMARANG,1946-04-29,LAKI-LAKI,JL. DUMMY NO. 28,008/004,DESA MAKMUR,KECAMATAN C,MALANG,JAWA TIMUR,ISLAM,BELUM KAWIN,PELAJAR/MAHASISWA,WNI
5806950904089586,DEWI LESTARI,BOGOR,2008-04-09,LAKI-LAKI,JL. DUMMY NO. 170,004/007,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA TENGAH,ISLAM,KAWIN,BURUH,WNI
9539592210807878,HADI SANTOSO,BOGOR,1980-10-22,LAKI-LAKI,JL. DUMMY NO. 148,005/005,DESA MAKMUR,KECAMATAN A,MALANG,JAWA BARAT,BUDDHA,KAWIN,PELAJAR/MAHASISWA,WNI
2244370607580678,BUDI SANTOSO,MALANG,1958-07-06,LAKI-LAKI,JL. DUMMY NO. 141,002/006,DESA SEJAHTERA,KECAMATAN B,BOGOR,JAWA TENGAH,ISLAM,BELUM KAWIN,BURUH,WNI
9269712501960140,INDRA PERMANA,MALANG,1996-01-25,LAKI-LAKI,JL. DUMMY NO. 129,006/005,DESA SEJAHTERA,KECAMATAN B,SEMARANG,JAWA TIMUR,KATOLIK,BELUM KAWIN,PETANI,WNI
4296870701923509,JOKO SANTOSO,SEMARANG,1992-01-07,LAKI-LAKI,JL. DUMMY NO. 8,006/010,DESA MAKMUR,KECAMATAN B,SEMARANG,JAWA TIMUR,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
1579092005665580,DEWI SAPUTRA,SURABAYA,1966-05-20,LAKI-LAKI,JL. DUMMY NO. 52,006/003,DESA SEJAHTERA,KECAMATAN C,BANDUNG,JAWA BARAT,KATOLIK,BELUM KAWIN,BURUH,WNI
7493795411836007,JOKO LESTARI,SEMARANG,1983-11-14,PEREMPUAN,JL. DUMMY NO. 36,006/005,DESA MAKMUR,KECAMATAN B,SURABAYA,JAWA TENGAH,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
3384636103518190,ADI PRATAMA,BOGOR,1951-03-21,PEREMPUAN,JL. DUMMY NO. 159,003/006,DESA MAJU,KECAMATAN A,SURABAYA,JAWA TIMUR,KATOLIK,BELUM KAWIN,PETANI,WNI
6117780903485644,DEWI WIJAYA,SEMARANG,1948-03-09,LAKI-LAKI,JL. DUMMY NO. 110,006/006,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TIMUR,HINDU,BELUM KAWIN,BURUH,WNI
1817500801013125,JOKO PRATAMA,BANDUNG,2001-01-08,LAKI-LAKI,JL. DUMMY NO. 22,001/004,DESA MAJU,KECAMATAN A,BOGOR,JAWA BARAT,HINDU,BELUM KAWIN,WIRASWASTA,WNI
1653921305675125,HADI SAPUTRA,SURABAYA,1967-05-13,LAKI-LAKI,JL. DUMMY NO. 155,010/004,DESA MAJU,KECAMATAN C,BOGOR,JAWA TENGAH,BUDDHA,BELUM KAWIN,BURUH,WNI
3250043110881482,DEWI PERMANA,BOGOR,1988-10-31,LAKI-LAKI,JL. DUMMY NO. 43,003/006,DESA MAJU,KECAMATAN B,SEMARANG,JAWA TENGAH,KRISTEN,KAWIN,PELAJAR/MAHASISWA,WNI
1496007011691768,INDRA PERMANA,SURABAYA,1969-11-30,PEREMPUAN,JL. DUMMY NO. 87,008/006,DESA SEJAHTERA,KECAMATAN C,BOGOR,JAWA BARAT,KRISTEN,BELUM KAWIN,BURUH,WNI
6212016905717077,CITRA SANTOSO,MALANG,1971-05-29,PEREMPUAN,JL. DUMMY NO. 129,003/008,DESA MAJU,KECAMATAN B,SURABAYA,JAWA TENGAH,ISLAM,KAWIN,BURUH,WNI
6390616307710982,EKO WIJAYA,SURABAYA,1971-07-23,PEREMPUAN,JL. DUMMY NO. 32,010/003,DESA SEJAHTERA,KECAMATAN C,SURABAYA,JAWA TENGAH,KATOLIK,BELUM KAWIN,WIRASWASTA,WNI
9671236410561843,FARHAN WIJAYA,SEMARANG,1956-10-24,PEREMPUAN,JL. DUMMY NO. 182,004/010,DESA MAKMUR,KECAMATAN C,SEMARANG,JAWA BARAT,ISLAM,BELUM KAWIN,PETANI,WNI
5191036601900200,BUDI PERMANA,MALANG,1990-01-26,PEREMPUAN,JL. DUMMY NO. 47,006/004,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TIMUR,BUDDHA,KAWIN,BURUH,WNI
8922682004488931,HADI PERMANA,MALANG,1948-04-20,LAKI-LAKI,JL. DUMMY NO. 184,006/001,DESA MAJU,KECAMATAN A,SEMARANG,JAWA TIMUR,KRISTEN,BELUM KAWIN,KARYAWAN SWASTA,WNI
6284826907083943,GITA PRATAMA,SURABAYA,2008-07-29,PEREMPUAN,JL. DUMMY NO. 120,010/007,DESA MAJU,KECAMATAN A,SURABAYA,JAWA TIMUR,BUDDHA,BELUM KAWIN,PETANI,WNI
7372201008018810,ADI LESTARI,MALANG,2001-08-10,LAKI-LAKI,JL. DUMMY NO. 138,004/006,DESA MAJU,KECAMATAN A,SURABAYA,JAWA TENGAH,BUDDHA,BELUM KAWIN,WIRASWASTA,WNI
6263105402923169,HADI PRATAMA,SURABAYA,1992-02-14,PEREMPUAN,JL. DUMMY NO. 18,001/008,DESA SEJAHTERA,KECAMATAN C,MALANG,JAWA TIMUR,KRISTEN,KAWIN,PETANI,WNI
9160241501662582,CITRA SAPUTRA,MALANG,1966-01-15,LAKI-LAKI,JL. DUMMY NO. 137,008/006,DESA MAJU,KECAMATAN C,BOGOR,JAWA TENGAH,HINDU,KAWIN,BURUH,WNI
3798365404475734,EKO PERMANA,MALANG,1947-04-14,PEREMPUAN,JL. DUMMY NO. 73,010/007,DESA SEJAHTERA,KECAMATAN A,SURABAYA,JAWA BARAT,KRISTEN,BELUM KAWIN,WIRASWASTA,WNI
8014500811954225,INDRA LESTARI,BANDUNG,1995-11-08,LAKI-LAKI,JL. DUMMY NO. 96,006/009,DESA MAJU,KECAMATAN A,BOGOR,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
5330900607754607,HADI PERMANA,BANDUNG,1975-07-06,LAKI-LAKI,JL. DUMMY NO. 160,002/003,DESA MAJU,KECAMATAN B,BANDUNG,JAWA TENGAH,KRISTEN,KAWIN,KARYAWAN SWASTA,WNI
